商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
904715-405,深圳2仓,44,10,耐克,969.0,63,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,43,9.5,耐克,969.0,109,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,42.5,9,耐克,969.0,98,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,44.5,10.5,耐克,969.0,9,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,40,7,耐克,969.0,59,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,39,6.5,耐克,969.0,22,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,40.5,7.5,耐克,969.0,68,鞋,跑步鞋,男,18Q1,7.7
904715-405,浙江综合2仓,42,8.5,耐克,969.0,32,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,41,8,耐克,969.0,28,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,44,10,耐克,969.0,10,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,43,9.5,耐克,969.0,22,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,42.5,9,耐克,969.0,22,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,44.5,10.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,40,7,耐克,969.0,12,鞋,跑步鞋,男,18Q1,7.2
904715-405,浙江综合2仓,40.5,7.5,耐克,969.0,18,鞋,跑步鞋,男,18Q1,7.2
904715-405,广东特价渠道,42,8.5,耐克,969.0,181,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,41,8,耐克,969.0,173,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,44,10,耐克,969.0,53,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,43,9.5,耐克,969.0,123,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,42.5,9,耐克,969.0,127,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,44.5,10.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,40,7,耐克,969.0,55,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,39,6.5,耐克,969.0,10,鞋,跑步鞋,男,18Q1,8.5
904715-405,广东特价渠道,40.5,7.5,耐克,969.0,85,鞋,跑步鞋,男,18Q1,8.5
904715-405,湖北活动渠道,42,8.5,耐克,969.0,155,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,41,8,耐克,969.0,147,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,44,10,耐克,969.0,50,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,43,9.5,耐克,969.0,104,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,42.5,9,耐克,969.0,110,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,40,7,耐克,969.0,46,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,39,6.5,耐克,969.0,10,鞋,跑步鞋,男,18Q1,7.46
904715-405,湖北活动渠道,40.5,7.5,耐克,969.0,70,鞋,跑步鞋,男,18Q1,7.46
904715-405,江苏李宁仓,42,8.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,41,8,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,44,10,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,43,9.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,42.5,9,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,40,7,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,45,11,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,39,6.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.42
904715-405,江苏李宁仓,40.5,7.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.42
904715-405,东北特价店铺,42,8.5,耐克,969.0,49,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,41,8,耐克,969.0,42,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,44,10,耐克,969.0,25,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,43,9.5,耐克,969.0,42,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,42.5,9,耐克,969.0,38,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,40,7,耐克,969.0,13,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,39,6.5,耐克,969.0,6,鞋,跑步鞋,男,18Q1,7.93
904715-405,东北特价店铺,40.5,7.5,耐克,969.0,18,鞋,跑步鞋,男,18Q1,7.93
904715-405,华东耐克渠道,42,8.5,耐克,969.0,8,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,41,8,耐克,969.0,10,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,44,10,耐克,969.0,5,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,43,9.5,耐克,969.0,8,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,42.5,9,耐克,969.0,5,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,44.5,10.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,40,7,耐克,969.0,10,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,47.5,13,耐克,969.0,9,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,46,12,耐克,969.0,9,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,45,11,耐克,969.0,9,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,39,6.5,耐克,969.0,8,鞋,跑步鞋,男,18Q1,8.14
904715-405,华东耐克渠道,40.5,7.5,耐克,969.0,4,鞋,跑步鞋,男,18Q1,8.14
904715-405,湖北活动渠道,44.5,10.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,7.46
904715-405,上海耐克渠道,42,8.5,耐克,969.0,4,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,41,8,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,44,10,耐克,969.0,6,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,43,9.5,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,42.5,9,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,44.5,10.5,耐克,969.0,8,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,40,7,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,47.5,13,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,46,12,耐克,969.0,4,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,45,11,耐克,969.0,4,鞋,跑步鞋,男,18Q1,6.7
904715-405,上海耐克渠道,40.5,7.5,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.7
904715-405,东北特价店铺,44.5,10.5,耐克,969.0,4,鞋,跑步鞋,男,18Q1,7.93
904715-405,西安店铺渠道,42,8.5,耐克,969.0,16,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,41,8,耐克,969.0,13,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,44,10,耐克,969.0,10,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,43,9.5,耐克,969.0,16,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,42.5,9,耐克,969.0,13,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,44.5,10.5,耐克,969.0,4,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,40,7,耐克,969.0,4,鞋,跑步鞋,男,18Q1,9.85
904715-405,西安店铺渠道,40.5,7.5,耐克,969.0,6,鞋,跑步鞋,男,18Q1,9.85
904715-405,东北特价店铺,45,11,耐克,969.0,3,鞋,跑步鞋,男,18Q1,7.93
904715-405,杭州A仓,42,8.5,耐克,969.0,36,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,41,8,耐克,969.0,33,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,44,10,耐克,969.0,11,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,43,9.5,耐克,969.0,24,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,42.5,9,耐克,969.0,21,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,44.5,10.5,耐克,969.0,3,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,40,7,耐克,969.0,11,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,45,11,耐克,969.0,2,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,39,6.5,耐克,969.0,5,鞋,跑步鞋,男,18Q1,8.5
904715-405,杭州A仓,40.5,7.5,耐克,969.0,19,鞋,跑步鞋,男,18Q1,8.5
904715-405,佛山滔博,42,8.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,41,8,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,43,9.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,42.5,9,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,40,7,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,39,6.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.2
904715-405,佛山滔博,40.5,7.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.2
904715-405,华南综合2仓,42,8.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.0
904715-405,华南综合2仓,41,8,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.0
904715-405,华南综合2仓,43,9.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.0
904715-405,华南综合2仓,42.5,9,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.0
904715-405,华南综合2仓,40,7,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.0
904715-405,华南综合2仓,40.5,7.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.0
904715-405,天津特价2仓,42,8.5,耐克,969.0,153,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,41,8,耐克,969.0,137,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,44,10,耐克,969.0,60,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,43,9.5,耐克,969.0,110,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,42.5,9,耐克,969.0,115,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,44.5,10.5,耐克,969.0,13,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,40,7,耐克,969.0,62,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,45,11,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,39,6.5,耐克,969.0,25,鞋,跑步鞋,男,18Q1,7.4
904715-405,天津特价2仓,40.5,7.5,耐克,969.0,73,鞋,跑步鞋,男,18Q1,7.4
904715-405,杭州D仓,42,8.5,耐克,969.0,36,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,41,8,耐克,969.0,33,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,44,10,耐克,969.0,11,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,43,9.5,耐克,969.0,24,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,42.5,9,耐克,969.0,21,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,44.5,10.5,耐克,969.0,3,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,40,7,耐克,969.0,11,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,45,11,耐克,969.0,2,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,39,6.5,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.92
904715-405,杭州D仓,40.5,7.5,耐克,969.0,19,鞋,跑步鞋,男,18Q1,6.92
904715-405,上海特价渠道,42,8.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,41,8,耐克,969.0,5,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,43,9.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,42.5,9,耐克,969.0,4,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,44.5,10.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,40,7,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,45,11,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
904715-405,上海特价渠道,40.5,7.5,耐克,969.0,1,鞋,跑步鞋,男,18Q1,6.53
823511-608,华东耐克渠道,44.5,44.5,耐克,799.0,9,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,40.5,40.5,耐克,799.0,9,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,40,40,耐克,799.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,41,41,耐克,799.0,9,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,45,45,耐克,799.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,44,44,耐克,799.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,43,43,耐克,799.0,6,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,42,42,耐克,799.0,6,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,39,39,耐克,799.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,华东耐克渠道,42.5,42.5,耐克,799.0,9,鞋,板鞋/休闲鞋,男,18Q1,8.2
823511-608,广东渠道,8.5,8.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,7.5,7.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,10.5,10.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,11,11,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,10,10,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,9.5,9.5,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,7,7,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,8,8,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
823511-608,广东渠道,9,9,耐克,799.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.6
AH7336-101,华东耐克渠道,44.5,44.5,耐克,749.0,2,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,38.5,38.5,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,40.5,40.5,耐克,749.0,9,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,45,45,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,44,44,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,41,41,耐克,749.0,10,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,40,40,耐克,749.0,3,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,46,46,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,43,43,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,42,42,耐克,749.0,6,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,39,39,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,华东耐克渠道,42.5,42.5,耐克,749.0,6,鞋,跑步鞋,男,18Q1,8.2
AH7336-101,上海耐克渠道,47.5,13,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,8,8,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,9,9,耐克,749.0,8,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,7,7,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,10.5,10.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,7.5,7.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,11,11,耐克,749.0,8,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,12,12,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,10,10,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,6.5,6.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,8.5,8.5,耐克,749.0,6,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海耐克渠道,9.5,9.5,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-101,上海特价2仓,6,6,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.95
AH7336-101,上海特价渠道,9,9,耐克,749.0,3,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,7,7,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,10.5,10.5,耐克,749.0,2,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,7.5,7.5,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,11,11,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,10,10,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-101,上海特价渠道,8.5,8.5,耐克,749.0,3,鞋,跑步鞋,男,18Q1,6.53
880839-408,天马总仓1仓,44,10,耐克,899.0,1,鞋,跑步鞋,男,18Q1,6.2
880839-408,东北店铺2仓,42,8.5,耐克,899.0,1,鞋,跑步鞋,男,18Q1,7.6
880839-408,东北店铺2仓,43,9.5,耐克,899.0,1,鞋,跑步鞋,男,18Q1,7.6
880839-408,东北店铺2仓,42.5,9,耐克,899.0,2,鞋,跑步鞋,男,18Q1,7.6
880839-408,东北店铺2仓,40.5,7.5,耐克,899.0,1,鞋,跑步鞋,男,18Q1,7.6
880839-408,东北店铺2仓,41,8,耐克,899.0,1,鞋,跑步鞋,男,18Q1,7.6
880839-408,华东耐克渠道,44,10,耐克,899.0,4,鞋,跑步鞋,男,18Q1,8.2
880839-408,华东耐克渠道,42,8.5,耐克,899.0,5,鞋,跑步鞋,男,18Q1,8.2
880839-408,华东耐克渠道,42.5,9,耐克,899.0,3,鞋,跑步鞋,男,18Q1,8.2
880839-408,华东耐克渠道,40.5,7.5,耐克,899.0,10,鞋,跑步鞋,男,18Q1,8.2
880839-408,华东耐克渠道,41,8,耐克,899.0,6,鞋,跑步鞋,男,18Q1,8.2
880839-408,东北店铺3仓,44,10,耐克,899.0,4,鞋,跑步鞋,男,18Q1,8.5
880839-408,东北店铺3仓,42,8.5,耐克,899.0,5,鞋,跑步鞋,男,18Q1,8.5
880839-408,东北店铺3仓,43,9.5,耐克,899.0,4,鞋,跑步鞋,男,18Q1,8.5
880839-408,东北店铺3仓,42.5,9,耐克,899.0,10,鞋,跑步鞋,男,18Q1,8.5
880839-408,东北综合店铺2,44,10,耐克,899.0,1,鞋,跑步鞋,男,18Q1,8.6
880839-408,东北综合店铺2,42,8.5,耐克,899.0,2,鞋,跑步鞋,男,18Q1,8.6
880839-408,东北综合店铺2,43,9.5,耐克,899.0,2,鞋,跑步鞋,男,18Q1,8.6
880839-408,东北综合店铺2,42.5,9,耐克,899.0,2,鞋,跑步鞋,男,18Q1,8.6
880839-408,东北综合店铺2,44.5,10.5,耐克,899.0,1,鞋,跑步鞋,男,18Q1,8.6
880839-408,东北综合店铺2,41,8,耐克,899.0,2,鞋,跑步鞋,男,18Q1,8.6
880839-408,深圳领跑渠道,40.5,7.5,耐克,899.0,1,鞋,跑步鞋,男,18Q1,6.0
909037-101,华东耐克渠道,42.5,42.5,耐克,1499.0,3,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,40.5,40.5,耐克,1499.0,4,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,47.5,47.5,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,44.5,44.5,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,40,40,耐克,1499.0,5,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,42,42,耐克,1499.0,3,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,41,41,耐克,1499.0,10,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,43,43,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,44,44,耐克,1499.0,3,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,45,45,耐克,1499.0,6,鞋,高尔夫球鞋,男,18Q1,7.1
909037-101,华东耐克渠道,46,46,耐克,1499.0,9,鞋,高尔夫球鞋,男,18Q1,7.1
AH7336-004,华东耐克渠道,40.5,40.5,耐克,749.0,3,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,46,46,耐克,749.0,4,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,42,42,耐克,749.0,6,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,44,44,耐克,749.0,2,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,43,43,耐克,749.0,8,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,45,45,耐克,749.0,7,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,40,40,耐克,749.0,9,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,41,41,耐克,749.0,2,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,39,39,耐克,749.0,7,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,44.5,44.5,耐克,749.0,9,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,38.5,38.5,耐克,749.0,3,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华东耐克渠道,42.5,42.5,耐克,749.0,4,鞋,跑步鞋,男,18Q1,8.2
AH7336-004,华西二仓,44,44,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.6
AH7336-004,上海耐克渠道,47.5,13,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,6.5,6.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,7,7,耐克,749.0,6,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,8.5,8.5,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,9,9,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,8,8,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,9.5,9.5,耐克,749.0,8,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,7.5,7.5,耐克,749.0,8,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,11,11,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,10.5,10.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,10,10,耐克,749.0,8,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海耐克渠道,12,12,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.7
AH7336-004,上海特价渠道,6.5,6.5,耐克,749.0,2,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,8.5,8.5,耐克,749.0,3,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,9,9,耐克,749.0,4,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,8,8,耐克,749.0,2,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,9.5,9.5,耐克,749.0,5,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,7.5,7.5,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,11,11,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,10.5,10.5,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
AH7336-004,上海特价渠道,10,10,耐克,749.0,1,鞋,跑步鞋,男,18Q1,6.53
921694-600,天马总仓1仓,9,9,耐克,849.0,1,鞋,跑步鞋,男,18Q1,6.2
921694-600,华东耐克渠道,40.5,40.5,耐克,849.0,4,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,47.5,47.5,耐克,849.0,8,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,42,42,耐克,849.0,7,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,40,40,耐克,849.0,8,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,45,45,耐克,849.0,4,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,46,46,耐克,849.0,10,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,41,41,耐克,849.0,2,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,44,44,耐克,849.0,5,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,43,43,耐克,849.0,3,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,44.5,44.5,耐克,849.0,8,鞋,跑步鞋,男,18Q1,8.2
921694-600,华东耐克渠道,42.5,42.5,耐克,849.0,4,鞋,跑步鞋,男,18Q1,8.2
922908-003,天马总仓1仓,42,8.5,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,6.3
922908-003,公司自营店8,44,10,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.3
922908-003,公司自营店8,44.5,10.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.3
922908-003,公司自营店8,45,11,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.3
