商品货号,货源,中国尺码,外国尺码,品牌,市场价,库存数量,类别,小类,性别,季节,折扣
333824-057,南昌综合渠道,6.5,6.5,耐克,699.0,3,鞋,板鞋/休闲鞋,男,18Q1,5.59
333824-057,南昌综合渠道,7,7,耐克,699.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.59
333824-057,南昌综合渠道,8,8,耐克,699.0,1,鞋,板鞋/休闲鞋,男,18Q1,5.59
333824-057,南昌综合渠道,9,9,耐克,699.0,2,鞋,板鞋/休闲鞋,男,18Q1,5.59
843895-101,东北店铺2仓,7.5,7.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺2仓,9.5,9.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺2仓,8.5,8.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺2仓,10,10,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺2仓,9,9,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺2仓,8,8,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-101,东北店铺3仓,9.5,9.5,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,8.5
843895-101,东北店铺3仓,8.5,8.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.5
843895-101,东北店铺3仓,9,9,耐克,499.0,12,鞋,板鞋/休闲鞋,男,18Q1,8.5
843895-101,东北店铺3仓,8,8,耐克,499.0,8,鞋,板鞋/休闲鞋,男,18Q1,8.5
843895-101,陕西新百伦渠道,7,7,耐克,499.0,11,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-101,陕西新百伦渠道,9.5,9.5,耐克,499.0,13,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-101,陕西新百伦渠道,8.5,8.5,耐克,499.0,23,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-101,陕西新百伦渠道,10,10,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-101,陕西新百伦渠道,8,8,耐克,499.0,21,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-101,杭州店铺2仓,6.5,6.5,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-101,杭州店铺2仓,8.5,8.5,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-101,杭州店铺2仓,9,9,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-101,杭州店铺2仓,8,8,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-101,天津彪马渠道,7.5,7.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,9.5,9.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,8.5,8.5,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,10,10,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,9,9,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,8,8,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,天津彪马渠道,11,11,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-101,东北店铺渠道,7,7,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,11,11,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,9.5,9.5,耐克,499.0,18,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,8.5,8.5,耐克,499.0,12,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,10,10,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,9,9,耐克,499.0,12,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-101,东北店铺渠道,8,8,耐克,499.0,14,鞋,板鞋/休闲鞋,男,18Q1,8.9
922908-400,东北店铺2仓,9,9,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,9.6
922908-400,东北店铺2仓,8,8,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,9.6
922908-400,东北店铺2仓,10,10,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,9.6
922908-400,东北店铺2仓,8.5,8.5,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,9.6
922908-400,东北店铺2仓,9.5,9.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,9.6
922908-400,江苏李宁仓,43,43,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.96
922908-400,江苏李宁仓,44.5,44.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.96
922908-400,江苏李宁仓,42.5,42.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.96
922908-400,陕西新百伦渠道,7,7,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.35
922908-400,陕西新百伦渠道,8,8,耐克,1099.0,14,鞋,跑步鞋,男,18Q1,7.35
922908-400,陕西新百伦渠道,10,10,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,7.35
922908-400,陕西新百伦渠道,8.5,8.5,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,7.35
922908-400,陕西新百伦渠道,9.5,9.5,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,7.35
922908-400,海南滔博,9,9,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.2
922908-400,海南滔博,8.5,8.5,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,6.2
922908-400,海南滔博,9.5,9.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.2
922908-400,华东耐克渠道,46,46,耐克,1099.0,10,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,44,44,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,45,45,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,39,39,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,41,41,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,43,43,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,40,40,耐克,1099.0,10,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,42,42,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,44.5,44.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,40.5,40.5,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,42.5,42.5,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,7.1
922908-400,华东耐克渠道,47.5,47.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.1
922908-400,江苏李宁仓,42,42,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.96
922908-400,上海耐克渠道,11,11,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,6.5,6.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,7,7,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,12,12,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,7.5,7.5,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,9,9,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,8,8,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,10,10,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,10.5,10.5,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,8.5,8.5,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,9.5,9.5,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,6.7
922908-400,上海耐克渠道,13,13,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,6.7
922908-400,江苏李宁仓,41,41,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.96
922908-400,东北店铺3仓,7,7,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,9,9,耐克,1099.0,30,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,8,8,耐克,1099.0,18,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,10,10,耐克,1099.0,17,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,8.5,8.5,耐克,1099.0,24,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,9.5,9.5,耐克,1099.0,20,鞋,跑步鞋,男,18Q1,8.5
922908-400,东北店铺3仓,7.5,7.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,8.5
922908-400,无锡渠道,44,44,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,45,45,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,41,41,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,43,43,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,40,40,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,42,42,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,44.5,44.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,40.5,40.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.0
922908-400,无锡渠道,42.5,42.5,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,7.0
922908-400,天津大仓渠道,12,12,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.7
922908-400,天津大仓渠道,10,10,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,6.7
922908-400,天津大仓渠道,8.5,8.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.7
922908-400,天津大仓渠道,9.5,9.5,耐克,1099.0,7,鞋,跑步鞋,男,18Q1,6.7
922908-400,天津大仓渠道,11,11,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,6.7
922908-400,东北综合店铺2,7,7,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,8.6
922908-400,东北综合店铺2,9,9,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,8.6
922908-400,东北综合店铺2,8,8,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,8.6
922908-400,东北综合店铺2,10,10,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,8.6
922908-400,东北综合店铺2,8.5,8.5,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,8.6
922908-400,东北综合店铺2,9.5,9.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,7,7,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,9,9,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,8,8,耐克,1099.0,5,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,10,10,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,8.5,8.5,耐克,1099.0,4,鞋,跑步鞋,男,18Q1,8.6
922908-400,辽宁库存,9.5,9.5,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,8.6
922908-400,北京综合渠道,42.5,42.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.92
922908-400,山西渠道,7.5,7.5,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,9,9,耐克,1099.0,35,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,8,8,耐克,1099.0,8,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,10,10,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,10.5,10.5,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,8.5,8.5,耐克,1099.0,28,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,9.5,9.5,耐克,1099.0,18,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,11,11,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,6.2
922908-400,山西渠道,7,7,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.2
922908-400,北京综合渠道,43,43,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,7.92
922908-400,杭州店铺1仓,7.5,7.5,耐克,1099.0,6,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,9,9,耐克,1099.0,35,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,8,8,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,10,10,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,10.5,10.5,耐克,1099.0,9,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,8.5,8.5,耐克,1099.0,28,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,9.5,9.5,耐克,1099.0,18,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,11,11,耐克,1099.0,3,鞋,跑步鞋,男,18Q1,6.65
922908-400,杭州店铺1仓,7,7,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.65
922908-400,江西渠道,9.5,9.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.75
922908-400,上海特价渠道,7.5,7.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,9,9,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,8,8,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,10,10,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,10.5,10.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,8.5,8.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,9.5,9.5,耐克,1099.0,2,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,11,11,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,6.5,6.5,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
922908-400,上海特价渠道,7,7,耐克,1099.0,1,鞋,跑步鞋,男,18Q1,6.53
844887-010,天马总仓1仓,44.5,10.5,耐克,549.0,9,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,天马总仓1仓,43,9.5,耐克,549.0,21,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,步行中街阿迪店,44.5,10.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,步行中街阿迪店,43,9.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,河南综合仓,44,10,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,43,9.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,40.5,7.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,42,8.5,耐克,549.0,19,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,42.5,9,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,41,8,耐克,549.0,13,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,河南综合仓,40,7,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.8
844887-010,赣榆多品店,44.5,10.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,赣榆多品店,43,9.5,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,6.3
844887-010,东北店铺2仓,44,10,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,44.5,10.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,46,12,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,43,9.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,40.5,7.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,42,8.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,42.5,9,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,41,8,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北店铺2仓,40,7,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,44,10,耐克,549.0,20,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,44.5,10.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,39,6.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,43,9.5,耐克,549.0,14,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,40.5,7.5,耐克,549.0,22,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,42,8.5,耐克,549.0,33,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,42.5,9,耐克,549.0,24,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,41,8,耐克,549.0,67,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,东北综合店铺2,40,7,耐克,549.0,29,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,杭州店铺2仓,41,8,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
844887-010,杭州店铺2仓,40,7,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
844887-010,辽宁库存,44,10,耐克,549.0,13,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,44.5,10.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,43,9.5,耐克,549.0,10,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,40.5,7.5,耐克,549.0,14,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,42,8.5,耐克,549.0,16,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,42.5,9,耐克,549.0,15,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,41,8,耐克,549.0,44,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,辽宁库存,40,7,耐克,549.0,16,鞋,板鞋/休闲鞋,男,18Q1,8.6
844887-010,山东户外3仓,44,10,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,6.92
844887-010,山东户外3仓,43,9.5,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.92
844887-010,山东户外3仓,42,8.5,耐克,549.0,18,鞋,板鞋/休闲鞋,男,18Q1,6.92
844887-010,山东户外3仓,42.5,9,耐克,549.0,12,鞋,板鞋/休闲鞋,男,18Q1,6.92
844887-010,山东户外3仓,41,8,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.92
844887-010,江苏李宁2仓,44,10,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.94
844887-010,江苏李宁2仓,43,9.5,耐克,549.0,4,鞋,板鞋/休闲鞋,男,18Q1,6.94
844887-010,江苏李宁2仓,42,8.5,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.94
844887-010,江苏李宁2仓,42.5,9,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.94
844887-010,江苏李宁2仓,41,8,耐克,549.0,3,鞋,板鞋/休闲鞋,男,18Q1,6.94
844887-010,陕西新百伦渠道,44,10,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.35
844887-010,陕西新百伦渠道,43,9.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.35
844887-010,陕西新百伦渠道,40.5,7.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.35
844887-010,陕西新百伦渠道,42.5,9,耐克,549.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.35
844887-010,南昌综合渠道,39,6.5,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,43,9.5,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,40.5,7.5,耐克,549.0,6,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,42,8.5,耐克,549.0,9,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,42.5,9,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,41,8,耐克,549.0,15,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,南昌综合渠道,40,7,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,5.59
844887-010,厦门店铺渠道,44,10,耐克,549.0,7,鞋,板鞋/休闲鞋,男,18Q1,6.1
844887-010,厦门店铺渠道,43,9.5,耐克,549.0,2,鞋,板鞋/休闲鞋,男,18Q1,6.1
844887-010,厦门店铺渠道,42.5,9,耐克,549.0,5,鞋,板鞋/休闲鞋,男,18Q1,6.1
843895-001,东北店铺2仓,8,8,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,9,9,耐克,499.0,4,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,10,10,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,10.5,10.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,7.5,7.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,9.5,9.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,东北店铺2仓,8.5,8.5,耐克,499.0,7,鞋,板鞋/休闲鞋,男,18Q1,9.6
843895-001,陕西新百伦渠道,7,7,耐克,499.0,11,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,陕西新百伦渠道,8,8,耐克,499.0,52,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,陕西新百伦渠道,10,10,耐克,499.0,23,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,陕西新百伦渠道,7.5,7.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,陕西新百伦渠道,9.5,9.5,耐克,499.0,19,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,陕西新百伦渠道,8.5,8.5,耐克,499.0,55,鞋,板鞋/休闲鞋,男,18Q1,7.35
843895-001,杭州店铺2仓,8,8,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-001,杭州店铺2仓,9,9,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-001,杭州店铺2仓,10,10,耐克,499.0,3,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-001,杭州店铺2仓,9.5,9.5,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-001,杭州店铺2仓,8.5,8.5,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,7.05
843895-001,天津彪马渠道,8,8,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,9,9,耐克,499.0,2,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,10,10,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,7.5,7.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,9.5,9.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,8.5,8.5,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,天津彪马渠道,11,11,耐克,499.0,1,鞋,板鞋/休闲鞋,男,18Q1,7.2
843895-001,东北店铺渠道,7,7,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,11,11,耐克,499.0,5,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,8,8,耐克,499.0,14,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,9,9,耐克,499.0,16,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,10,10,耐克,499.0,6,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,9.5,9.5,耐克,499.0,22,鞋,板鞋/休闲鞋,男,18Q1,8.9
843895-001,东北店铺渠道,8.5,8.5,耐克,499.0,12,鞋,板鞋/休闲鞋,男,18Q1,8.9
922478-005,华东耐克渠道,42.5,9,耐克,899.0,10,鞋,训练鞋,男,18Q1,8.2
922478-005,华东耐克渠道,44.5,10.5,耐克,899.0,6,鞋,训练鞋,男,18Q1,8.2
922478-005,华东耐克渠道,43,9.5,耐克,899.0,8,鞋,训练鞋,男,18Q1,8.2
922478-005,华东耐克渠道,45,11,耐克,899.0,2,鞋,训练鞋,男,18Q1,8.2
922478-005,华东耐克渠道,44,10,耐克,899.0,2,鞋,训练鞋,男,18Q1,8.2
922478-005,天马总仓1仓,39,6.5,耐克,899.0,1,鞋,训练鞋,男,18Q1,6.2
904715-405,浙江综合仓,42,8.5,耐克,969.0,32,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,41,8,耐克,969.0,28,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,44,10,耐克,969.0,10,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,43,9.5,耐克,969.0,22,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,42.5,9,耐克,969.0,22,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,44.5,10.5,耐克,969.0,2,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,40,7,耐克,969.0,12,鞋,跑步鞋,男,18Q1,7.4
904715-405,浙江综合仓,40.5,7.5,耐克,969.0,18,鞋,跑步鞋,男,18Q1,7.4
904715-405,深圳2仓,42,8.5,耐克,969.0,149,鞋,跑步鞋,男,18Q1,7.7
904715-405,深圳2仓,41,8,耐克,969.0,134,鞋,跑步鞋,男,18Q1,7.7
